"Town/County","FIPS","Year","Unit Type","Measure Type","Variable","Value"
"East Granby","0900322070","2006-2010","Detached","Number","Housing Units",1590
"East Granby","0900322070","2006-2010","Detached","Number","Margins of Error",148
"East Granby","0900322070","2006-2010","Detached","Percent","Housing Units",77.8
"East Granby","0900322070","2006-2010","Detached","Percent","Margins of Error",5.2
"East Granby","0900322070","2007-2011","Total","Number","Housing Units",2107
"East Granby","0900322070","2007-2011","Total","Number","Margins of Error",104
"East Granby","0900322070","2007-2011","Detached","Number","Housing Units",1624
"East Granby","0900322070","2007-2011","Detached","Number","Margins of Error",144
"East Granby","0900322070","2007-2011","Detached","Percent","Housing Units",77.1
"East Granby","0900322070","2007-2011","Detached","Percent","Margins of Error",5.6
"East Granby","0900322070","2008-2012","Total","Number","Housing Units",2186
"East Granby","0900322070","2008-2012","Total","Number","Margins of Error",97
"East Granby","0900322070","2008-2012","Detached","Number","Housing Units",1724
"East Granby","0900322070","2008-2012","Detached","Number","Margins of Error",118
"East Granby","0900322070","2008-2012","Detached","Percent","Housing Units",78.9
"East Granby","0900322070","2008-2012","Detached","Percent","Margins of Error",4.6
"East Granby","0900322070","2009-2013","Total","Number","Housing Units",2187
"East Granby","0900322070","2009-2013","Total","Number","Margins of Error",82
"East Granby","0900322070","2009-2013","Detached","Number","Housing Units",1744
"East Granby","0900322070","2009-2013","Detached","Number","Margins of Error",116
"East Granby","0900322070","2009-2013","Detached","Percent","Housing Units",79.7
"East Granby","0900322070","2009-2013","Detached","Percent","Margins of Error",4.7
"East Granby","0900322070","2010-2014","Total","Number","Housing Units",2179
"East Granby","0900322070","2010-2014","Total","Number","Margins of Error",99
"East Granby","0900322070","2010-2014","Detached","Number","Housing Units",1702
"East Granby","0900322070","2010-2014","Detached","Number","Margins of Error",131
"East Granby","0900322070","2010-2014","Detached","Percent","Housing Units",78.1
"East Granby","0900322070","2010-2014","Detached","Percent","Margins of Error",5.8
"East Granby","0900322070","2011-2015","Total","Number","Housing Units",2198
"East Granby","0900322070","2011-2015","Total","Number","Margins of Error",98
"East Granby","0900322070","2011-2015","Detached","Number","Housing Units",1725
"East Granby","0900322070","2011-2015","Detached","Number","Margins of Error",117
"East Granby","0900322070","2011-2015","Detached","Percent","Housing Units",78.5
"East Granby","0900322070","2011-2015","Detached","Percent","Margins of Error",5.2
"East Granby","0900322070","2012-2016","Total","Number","Housing Units",2146
"East Granby","0900322070","2012-2016","Total","Number","Margins of Error",95
"East Granby","0900322070","2012-2016","Detached","Number","Housing Units",1712
"East Granby","0900322070","2012-2016","Detached","Number","Margins of Error",124
"East Granby","0900322070","2012-2016","Detached","Percent","Housing Units",79.8
"East Granby","0900322070","2012-2016","Detached","Percent","Margins of Error",4.9
"East Haddam","0900722280","2006-2010","Total","Number","Housing Units",4623
"East Haddam","0900722280","2006-2010","Total","Number","Margins of Error",210
"East Haddam","0900722280","2006-2010","Detached","Number","Housing Units",4258
"East Haddam","0900722280","2006-2010","Detached","Number","Margins of Error",232
"East Haddam","0900722280","2006-2010","Detached","Percent","Housing Units",92.1
"East Haddam","0900722280","2006-2010","Detached","Percent","Margins of Error",2.9
"East Haddam","0900722280","2007-2011","Total","Number","Housing Units",4618
"East Haddam","0900722280","2007-2011","Total","Number","Margins of Error",178
"East Haddam","0900722280","2007-2011","Detached","Number","Housing Units",4316
"East Haddam","0900722280","2007-2011","Detached","Number","Margins of Error",223
"East Haddam","0900722280","2007-2011","Detached","Percent","Housing Units",93.5
"East Haddam","0900722280","2007-2011","Detached","Percent","Margins of Error",2.7
"East Haddam","0900722280","2008-2012","Total","Number","Housing Units",4705
"East Haddam","0900722280","2008-2012","Total","Number","Margins of Error",230
"East Haddam","0900722280","2008-2012","Detached","Number","Housing Units",4367
"East Haddam","0900722280","2008-2012","Detached","Number","Margins of Error",256
"East Haddam","0900722280","2008-2012","Detached","Percent","Housing Units",92.8
"East Haddam","0900722280","2008-2012","Detached","Percent","Margins of Error",3.1
"East Haddam","0900722280","2009-2013","Total","Number","Housing Units",4633
"East Haddam","0900722280","2009-2013","Total","Number","Margins of Error",193
"East Haddam","0900722280","2009-2013","Detached","Number","Housing Units",4326
"East Haddam","0900722280","2009-2013","Detached","Number","Margins of Error",228
"East Haddam","0900722280","2009-2013","Detached","Percent","Housing Units",93.4
"East Haddam","0900722280","2009-2013","Detached","Percent","Margins of Error",3.1
"East Haddam","0900722280","2010-2014","Total","Number","Housing Units",4540
"East Haddam","0900722280","2010-2014","Total","Number","Margins of Error",254
"East Haddam","0900722280","2010-2014","Detached","Number","Housing Units",4191
"East Haddam","0900722280","2010-2014","Detached","Number","Margins of Error",286
"East Haddam","0900722280","2010-2014","Detached","Percent","Housing Units",92.3
"East Haddam","0900722280","2010-2014","Detached","Percent","Margins of Error",3.1
"East Haddam","0900722280","2011-2015","Total","Number","Housing Units",4538
"East Haddam","0900722280","2011-2015","Total","Number","Margins of Error",221
"East Haddam","0900722280","2011-2015","Detached","Number","Housing Units",4127
"East Haddam","0900722280","2011-2015","Detached","Number","Margins of Error",297
"East Haddam","0900722280","2011-2015","Detached","Percent","Housing Units",90.9
"East Haddam","0900722280","2011-2015","Detached","Percent","Margins of Error",3.4
"East Haddam","0900722280","2012-2016","Total","Number","Housing Units",4533
"East Haddam","0900722280","2012-2016","Total","Number","Margins of Error",204
"East Haddam","0900722280","2012-2016","Detached","Number","Housing Units",4085
"East Haddam","0900722280","2012-2016","Detached","Number","Margins of Error",216
"East Haddam","0900722280","2012-2016","Detached","Percent","Housing Units",90.1
"East Haddam","0900722280","2012-2016","Detached","Percent","Margins of Error",2.6
"East Hampton","0900722490","2006-2010","Total","Number","Housing Units",4924
"East Hampton","0900722490","2006-2010","Total","Number","Margins of Error",299
"East Hampton","0900722490","2006-2010","Detached","Number","Housing Units",4081
"East Hampton","0900722490","2006-2010","Detached","Number","Margins of Error",249
"East Hampton","0900722490","2006-2010","Detached","Percent","Housing Units",82.9
"East Hampton","0900722490","2006-2010","Detached","Percent","Margins of Error",3.1
"East Hampton","0900722490","2007-2011","Total","Number","Housing Units",5334
"East Hampton","0900722490","2007-2011","Total","Number","Margins of Error",236
"East Hampton","0900722490","2007-2011","Detached","Number","Housing Units",4369
"East Hampton","0900722490","2007-2011","Detached","Number","Margins of Error",250
"East Hampton","0900722490","2007-2011","Detached","Percent","Housing Units",81.9
"East Hampton","0900722490","2007-2011","Detached","Percent","Margins of Error",3.6
"East Hampton","0900722490","2008-2012","Total","Number","Housing Units",5490
"East Hampton","0900722490","2008-2012","Total","Number","Margins of Error",224
"East Hampton","0900722490","2008-2012","Detached","Number","Housing Units",4478
"East Hampton","0900722490","2008-2012","Detached","Number","Margins of Error",234
"East Hampton","0900722490","2008-2012","Detached","Percent","Housing Units",81.6
"East Hampton","0900722490","2008-2012","Detached","Percent","Margins of Error",3.3
"East Hampton","0900722490","2009-2013","Total","Number","Housing Units",5457
"East Hampton","0900722490","2009-2013","Total","Number","Margins of Error",239
"East Hampton","0900722490","2009-2013","Detached","Number","Housing Units",4557
"East Hampton","0900722490","2009-2013","Detached","Number","Margins of Error",251
"East Hampton","0900722490","2009-2013","Detached","Percent","Housing Units",83.5
"East Hampton","0900722490","2009-2013","Detached","Percent","Margins of Error",3.1
"East Hampton","0900722490","2010-2014","Total","Number","Housing Units",5547
"East Hampton","0900722490","2010-2014","Total","Number","Margins of Error",235
"East Hampton","0900722490","2010-2014","Detached","Number","Housing Units",4623
"East Hampton","0900722490","2010-2014","Detached","Number","Margins of Error",210
"East Hampton","0900722490","2010-2014","Detached","Percent","Housing Units",83.3
"East Hampton","0900722490","2010-2014","Detached","Percent","Margins of Error",3.3
"East Hampton","0900722490","2011-2015","Total","Number","Housing Units",5570
"East Hampton","0900722490","2011-2015","Total","Number","Margins of Error",224
"East Hampton","0900722490","2011-2015","Detached","Number","Housing Units",4632
"East Hampton","0900722490","2011-2015","Detached","Number","Margins of Error",234
"East Hampton","0900722490","2011-2015","Detached","Percent","Housing Units",83.2
"East Hampton","0900722490","2011-2015","Detached","Percent","Margins of Error",3.1
"East Hampton","0900722490","2012-2016","Total","Number","Housing Units",5469
"East Hampton","0900722490","2012-2016","Total","Number","Margins of Error",218
"East Hampton","0900722490","2012-2016","Detached","Number","Housing Units",4506
"East Hampton","0900722490","2012-2016","Detached","Number","Margins of Error",242
"East Hampton","0900722490","2012-2016","Detached","Percent","Housing Units",82.4
"East Hampton","0900722490","2012-2016","Detached","Percent","Margins of Error",4.1
"East Hartford","0900322630","2006-2010","Total","Number","Housing Units",21544
"East Hartford","0900322630","2006-2010","Total","Number","Margins of Error",502
"East Hartford","0900322630","2006-2010","Detached","Number","Housing Units",11012
"East Hartford","0900322630","2006-2010","Detached","Number","Margins of Error",354
"East Hartford","0900322630","2006-2010","Detached","Percent","Housing Units",51.1
"East Hartford","0900322630","2006-2010","Detached","Percent","Margins of Error",1.4
"East Hartford","0900322630","2007-2011","Total","Number","Housing Units",21567
"East Hartford","0900322630","2007-2011","Total","Number","Margins of Error",475
"East Hartford","0900322630","2007-2011","Detached","Number","Housing Units",10989
"East Hartford","0900322630","2007-2011","Detached","Number","Margins of Error",443
"East Hartford","0900322630","2007-2011","Detached","Percent","Housing Units",51
"East Hartford","0900322630","2007-2011","Detached","Percent","Margins of Error",1.6
"East Hartford","0900322630","2008-2012","Total","Number","Housing Units",21575
"East Hartford","0900322630","2008-2012","Total","Number","Margins of Error",544
"East Hartford","0900322630","2008-2012","Detached","Number","Housing Units",10870
"East Hartford","0900322630","2008-2012","Detached","Number","Margins of Error",436
"East Hartford","0900322630","2008-2012","Detached","Percent","Housing Units",50.4
"East Hartford","0900322630","2008-2012","Detached","Percent","Margins of Error",1.6
"East Hartford","0900322630","2009-2013","Total","Number","Housing Units",21704
"East Hartford","0900322630","2009-2013","Total","Number","Margins of Error",554
"East Hartford","0900322630","2009-2013","Detached","Number","Housing Units",11283
"East Hartford","0900322630","2009-2013","Detached","Number","Margins of Error",447
"East Hartford","0900322630","2009-2013","Detached","Percent","Housing Units",52
"East Hartford","0900322630","2009-2013","Detached","Percent","Margins of Error",1.7
"East Hartford","0900322630","2010-2014","Total","Number","Housing Units",21731
"East Hartford","0900322630","2010-2014","Total","Number","Margins of Error",542
"East Hartford","0900322630","2010-2014","Detached","Number","Housing Units",11283
"East Hartford","0900322630","2010-2014","Detached","Number","Margins of Error",428
"East Hartford","0900322630","2010-2014","Detached","Percent","Housing Units",51.9
"East Hartford","0900322630","2010-2014","Detached","Percent","Margins of Error",1.5
"East Hartford","0900322630","2011-2015","Total","Number","Housing Units",22116
"East Hartford","0900322630","2011-2015","Total","Number","Margins of Error",601
"East Hartford","0900322630","2011-2015","Detached","Number","Housing Units",11247
"East Hartford","0900322630","2011-2015","Detached","Number","Margins of Error",457
"East Hartford","0900322630","2011-2015","Detached","Percent","Housing Units",50.9
"East Hartford","0900322630","2011-2015","Detached","Percent","Margins of Error",1.6
"East Hartford","0900322630","2012-2016","Total","Number","Housing Units",21530
"East Hartford","0900322630","2012-2016","Total","Number","Margins of Error",584
"East Hartford","0900322630","2012-2016","Detached","Number","Housing Units",11104
"East Hartford","0900322630","2012-2016","Detached","Number","Margins of Error",459
"East Hartford","0900322630","2012-2016","Detached","Percent","Housing Units",51.6
"East Hartford","0900322630","2012-2016","Detached","Percent","Margins of Error",1.9
"East Haven","0900922910","2006-2010","Total","Number","Housing Units",12181
"East Haven","0900922910","2006-2010","Total","Number","Margins of Error",382
"East Haven","0900922910","2006-2010","Detached","Number","Housing Units",7541
"East Haven","0900922910","2006-2010","Detached","Number","Margins of Error",388
"East Haven","0900922910","2006-2010","Detached","Percent","Housing Units",61.9
"East Haven","0900922910","2006-2010","Detached","Percent","Margins of Error",2.5
"East Haven","0900922910","2007-2011","Total","Number","Housing Units",12297
"East Haven","0900922910","2007-2011","Total","Number","Margins of Error",375
"East Haven","0900922910","2007-2011","Detached","Number","Housing Units",7684
"East Haven","0900922910","2007-2011","Detached","Number","Margins of Error",383
"East Haven","0900922910","2007-2011","Detached","Percent","Housing Units",62.5
"East Haven","0900922910","2007-2011","Detached","Percent","Margins of Error",2.4
"East Haven","0900922910","2008-2012","Total","Number","Housing Units",12192
"East Haven","0900922910","2008-2012","Total","Number","Margins of Error",387
"East Haven","0900922910","2008-2012","Detached","Number","Housing Units",7589
"East Haven","0900922910","2008-2012","Detached","Number","Margins of Error",438
"East Haven","0900922910","2008-2012","Detached","Percent","Housing Units",62.2
"East Haven","0900922910","2008-2012","Detached","Percent","Margins of Error",3
"East Haven","0900922910","2009-2013","Total","Number","Housing Units",12549
"East Haven","0900922910","2009-2013","Total","Number","Margins of Error",401
"East Haven","0900922910","2009-2013","Detached","Number","Housing Units",8045
"East Haven","0900922910","2009-2013","Detached","Number","Margins of Error",337
"East Haven","0900922910","2009-2013","Detached","Percent","Housing Units",64.1
"East Haven","0900922910","2009-2013","Detached","Percent","Margins of Error",2.1
"East Haven","0900922910","2010-2014","Total","Number","Housing Units",12356
"East Haven","0900922910","2010-2014","Total","Number","Margins of Error",365
"East Haven","0900922910","2010-2014","Detached","Number","Housing Units",7654
"East Haven","0900922910","2010-2014","Detached","Number","Margins of Error",468
"East Haven","0900922910","2010-2014","Detached","Percent","Housing Units",61.9
"East Haven","0900922910","2010-2014","Detached","Percent","Margins of Error",2.8
"East Haven","0900922910","2011-2015","Total","Number","Housing Units",12456
"East Haven","0900922910","2011-2015","Total","Number","Margins of Error",360
"East Haven","0900922910","2011-2015","Detached","Number","Housing Units",7847
"East Haven","0900922910","2011-2015","Detached","Number","Margins of Error",380
"East Haven","0900922910","2011-2015","Detached","Percent","Housing Units",63
"East Haven","0900922910","2011-2015","Detached","Percent","Margins of Error",2.7
"East Haven","0900922910","2012-2016","Total","Number","Housing Units",12390
"East Haven","0900922910","2012-2016","Total","Number","Margins of Error",456
"East Haven","0900922910","2012-2016","Detached","Number","Housing Units",7687
"East Haven","0900922910","2012-2016","Detached","Number","Margins of Error",396
"East Haven","0900922910","2012-2016","Detached","Percent","Housing Units",62
"East Haven","0900922910","2012-2016","Detached","Percent","Margins of Error",2.5
"East Lyme","0901123400","2006-2010","Total","Number","Housing Units",8177
"East Lyme","0901123400","2006-2010","Total","Number","Margins of Error",235
"East Lyme","0901123400","2006-2010","Detached","Number","Housing Units",6650
"East Lyme","0901123400","2006-2010","Detached","Number","Margins of Error",277
"East Lyme","0901123400","2006-2010","Detached","Percent","Housing Units",81.3
"East Lyme","0901123400","2006-2010","Detached","Percent","Margins of Error",2.4
"East Lyme","0901123400","2007-2011","Total","Number","Housing Units",7949
"East Lyme","0901123400","2007-2011","Total","Number","Margins of Error",253
"East Lyme","0901123400","2007-2011","Detached","Number","Housing Units",6542
"East Lyme","0901123400","2007-2011","Detached","Number","Margins of Error",244
"East Lyme","0901123400","2007-2011","Detached","Percent","Housing Units",82.3
"East Lyme","0901123400","2007-2011","Detached","Percent","Margins of Error",2.3
"East Lyme","0901123400","2008-2012","Total","Number","Housing Units",8123
"East Lyme","0901123400","2008-2012","Total","Number","Margins of Error",238
"East Lyme","0901123400","2008-2012","Detached","Number","Housing Units",6625
"East Lyme","0901123400","2008-2012","Detached","Number","Margins of Error",258
"East Lyme","0901123400","2008-2012","Detached","Percent","Housing Units",81.6
"East Lyme","0901123400","2008-2012","Detached","Percent","Margins of Error",2.2
"East Lyme","0901123400","2009-2013","Total","Number","Housing Units",8281
"East Lyme","0901123400","2009-2013","Total","Number","Margins of Error",247
"East Lyme","0901123400","2009-2013","Detached","Number","Housing Units",6884
"East Lyme","0901123400","2009-2013","Detached","Number","Margins of Error",287
"East Lyme","0901123400","2009-2013","Detached","Percent","Housing Units",83.1
"East Lyme","0901123400","2009-2013","Detached","Percent","Margins of Error",2.3
"East Lyme","0901123400","2010-2014","Total","Number","Housing Units",8303
"East Lyme","0901123400","2010-2014","Total","Number","Margins of Error",219
"East Lyme","0901123400","2010-2014","Detached","Number","Housing Units",6949
"East Lyme","0901123400","2010-2014","Detached","Number","Margins of Error",269
"East Lyme","0901123400","2010-2014","Detached","Percent","Housing Units",83.7
"East Lyme","0901123400","2010-2014","Detached","Percent","Margins of Error",1.9
"East Lyme","0901123400","2011-2015","Total","Number","Housing Units",8226
"East Lyme","0901123400","2011-2015","Total","Number","Margins of Error",255
"East Lyme","0901123400","2011-2015","Detached","Number","Housing Units",6846
"East Lyme","0901123400","2011-2015","Detached","Number","Margins of Error",304
"East Lyme","0901123400","2011-2015","Detached","Percent","Housing Units",83.2
"East Lyme","0901123400","2011-2015","Detached","Percent","Margins of Error",2.3
"East Lyme","0901123400","2012-2016","Total","Number","Housing Units",8508
"East Lyme","0901123400","2012-2016","Total","Number","Margins of Error",285
"East Lyme","0901123400","2012-2016","Detached","Number","Housing Units",6974
"East Lyme","0901123400","2012-2016","Detached","Number","Margins of Error",285
"East Lyme","0901123400","2012-2016","Detached","Percent","Housing Units",82
"East Lyme","0901123400","2012-2016","Detached","Percent","Margins of Error",2
"East Windsor","0900324800","2006-2010","Total","Number","Housing Units",4769
"East Windsor","0900324800","2006-2010","Total","Number","Margins of Error",253
"East Windsor","0900324800","2006-2010","Detached","Number","Housing Units",2553
"East Windsor","0900324800","2006-2010","Detached","Number","Margins of Error",225
"East Windsor","0900324800","2006-2010","Detached","Percent","Housing Units",53.5
"East Windsor","0900324800","2006-2010","Detached","Percent","Margins of Error",3.5
"East Windsor","0900324800","2007-2011","Total","Number","Housing Units",4689
"East Windsor","0900324800","2007-2011","Total","Number","Margins of Error",267
"East Windsor","0900324800","2007-2011","Detached","Number","Housing Units",2513
"East Windsor","0900324800","2007-2011","Detached","Number","Margins of Error",254
"East Windsor","0900324800","2007-2011","Detached","Percent","Housing Units",53.6
"East Windsor","0900324800","2007-2011","Detached","Percent","Margins of Error",4.7
"East Windsor","0900324800","2008-2012","Total","Number","Housing Units",4857
"East Windsor","0900324800","2008-2012","Total","Number","Margins of Error",218
"East Windsor","0900324800","2008-2012","Detached","Number","Housing Units",2689
"East Windsor","0900324800","2008-2012","Detached","Number","Margins of Error",234
"East Windsor","0900324800","2008-2012","Detached","Percent","Housing Units",55.4
"East Windsor","0900324800","2008-2012","Detached","Percent","Margins of Error",4.5
"East Windsor","0900324800","2009-2013","Total","Number","Housing Units",4933
"East Windsor","0900324800","2009-2013","Total","Number","Margins of Error",288
"East Windsor","0900324800","2009-2013","Detached","Number","Housing Units",2775
"East Windsor","0900324800","2009-2013","Detached","Number","Margins of Error",270
"East Windsor","0900324800","2009-2013","Detached","Percent","Housing Units",56.3
"East Windsor","0900324800","2009-2013","Detached","Percent","Margins of Error",4.7
"East Windsor","0900324800","2010-2014","Total","Number","Housing Units",4870
"East Windsor","0900324800","2010-2014","Total","Number","Margins of Error",307
"East Windsor","0900324800","2010-2014","Detached","Number","Housing Units",2731
"East Windsor","0900324800","2010-2014","Detached","Number","Margins of Error",248
"East Windsor","0900324800","2010-2014","Detached","Percent","Housing Units",56.1
"East Windsor","0900324800","2010-2014","Detached","Percent","Margins of Error",4.4
"East Windsor","0900324800","2011-2015","Total","Number","Housing Units",4691
"East Windsor","0900324800","2011-2015","Total","Number","Margins of Error",289
"East Windsor","0900324800","2011-2015","Detached","Number","Housing Units",2705
"East Windsor","0900324800","2011-2015","Detached","Number","Margins of Error",262
"East Windsor","0900324800","2011-2015","Detached","Percent","Housing Units",57.7
"East Windsor","0900324800","2011-2015","Detached","Percent","Margins of Error",4.3
"East Windsor","0900324800","2012-2016","Total","Number","Housing Units",4999
"East Windsor","0900324800","2012-2016","Total","Number","Margins of Error",333
"East Windsor","0900324800","2012-2016","Detached","Number","Housing Units",2845
"East Windsor","0900324800","2012-2016","Detached","Number","Margins of Error",286
"East Windsor","0900324800","2012-2016","Detached","Percent","Housing Units",56.9
"East Windsor","0900324800","2012-2016","Detached","Percent","Margins of Error",5.4
"Eastford","0901521860","2006-2010","Total","Number","Housing Units",774
"Eastford","0901521860","2006-2010","Total","Number","Margins of Error",44
"Eastford","0901521860","2006-2010","Detached","Number","Housing Units",685
"Eastford","0901521860","2006-2010","Detached","Number","Margins of Error",45
"Eastford","0901521860","2006-2010","Detached","Percent","Housing Units",88.5
"Eastford","0901521860","2006-2010","Detached","Percent","Margins of Error",4
"Eastford","0901521860","2007-2011","Total","Number","Housing Units",769
"Eastford","0901521860","2007-2011","Total","Number","Margins of Error",37
"Eastford","0901521860","2007-2011","Detached","Number","Housing Units",681
"Eastford","0901521860","2007-2011","Detached","Number","Margins of Error",50
"Eastford","0901521860","2007-2011","Detached","Percent","Housing Units",88.6
"Eastford","0901521860","2007-2011","Detached","Percent","Margins of Error",4.3
"Eastford","0901521860","2008-2012","Total","Number","Housing Units",776
"Eastford","0901521860","2008-2012","Total","Number","Margins of Error",40
"Eastford","0901521860","2008-2012","Detached","Number","Housing Units",705
"Eastford","0901521860","2008-2012","Detached","Number","Margins of Error",42
"Eastford","0901521860","2008-2012","Detached","Percent","Housing Units",90.9
"Eastford","0901521860","2008-2012","Detached","Percent","Margins of Error",4.2
"Eastford","0901521860","2009-2013","Total","Number","Housing Units",777
"Eastford","0901521860","2009-2013","Total","Number","Margins of Error",40
"Eastford","0901521860","2009-2013","Detached","Number","Housing Units",697
"Eastford","0901521860","2009-2013","Detached","Number","Margins of Error",52
"Eastford","0901521860","2009-2013","Detached","Percent","Housing Units",89.7
"Eastford","0901521860","2009-2013","Detached","Percent","Margins of Error",4.2
"Eastford","0901521860","2010-2014","Total","Number","Housing Units",791
"Eastford","0901521860","2010-2014","Total","Number","Margins of Error",33
"Eastford","0901521860","2010-2014","Detached","Number","Housing Units",676
"Eastford","0901521860","2010-2014","Detached","Number","Margins of Error",43
"Eastford","0901521860","2010-2014","Detached","Percent","Housing Units",85.5
"Eastford","0901521860","2010-2014","Detached","Percent","Margins of Error",4.5
"Eastford","0901521860","2011-2015","Total","Number","Housing Units",783
"Eastford","0901521860","2011-2015","Total","Number","Margins of Error",41
"Eastford","0901521860","2011-2015","Detached","Number","Housing Units",679
"Eastford","0901521860","2011-2015","Detached","Number","Margins of Error",48
"Eastford","0901521860","2011-2015","Detached","Percent","Housing Units",86.7
"Eastford","0901521860","2011-2015","Detached","Percent","Margins of Error",5.1
"Eastford","0901521860","2012-2016","Total","Number","Housing Units",788
"Eastford","0901521860","2012-2016","Total","Number","Margins of Error",43
"Eastford","0901521860","2012-2016","Detached","Number","Housing Units",674
"Eastford","0901521860","2012-2016","Detached","Number","Margins of Error",53
"Eastford","0901521860","2012-2016","Detached","Percent","Housing Units",85.5
"Eastford","0901521860","2012-2016","Detached","Percent","Margins of Error",4.7
"Easton","0900123890","2006-2010","Total","Number","Housing Units",2561
"Easton","0900123890","2006-2010","Total","Number","Margins of Error",97
"Easton","0900123890","2006-2010","Detached","Number","Housing Units",2534
"Easton","0900123890","2006-2010","Detached","Number","Margins of Error",96
"Easton","0900123890","2006-2010","Detached","Percent","Housing Units",98.9
"Easton","0900123890","2006-2010","Detached","Percent","Margins of Error",0.9
"Easton","0900123890","2007-2011","Total","Number","Housing Units",2605
"Easton","0900123890","2007-2011","Total","Number","Margins of Error",108
"Easton","0900123890","2007-2011","Detached","Number","Housing Units",2558
"Easton","0900123890","2007-2011","Detached","Number","Margins of Error",111
"Easton","0900123890","2007-2011","Detached","Percent","Housing Units",98.2
"Easton","0900123890","2007-2011","Detached","Percent","Margins of Error",1.3
"Easton","0900123890","2008-2012","Total","Number","Housing Units",2617
"Easton","0900123890","2008-2012","Total","Number","Margins of Error",120
"Easton","0900123890","2008-2012","Detached","Number","Housing Units",2564
"Easton","0900123890","2008-2012","Detached","Number","Margins of Error",106
"Easton","0900123890","2008-2012","Detached","Percent","Housing Units",98
"Easton","0900123890","2008-2012","Detached","Percent","Margins of Error",1.7
"Easton","0900123890","2009-2013","Total","Number","Housing Units",2663
"Easton","0900123890","2009-2013","Total","Number","Margins of Error",116
"Easton","0900123890","2009-2013","Detached","Number","Housing Units",2589
"Easton","0900123890","2009-2013","Detached","Number","Margins of Error",116
"Easton","0900123890","2009-2013","Detached","Percent","Housing Units",97.2
"Easton","0900123890","2009-2013","Detached","Percent","Margins of Error",1.9
"Easton","0900123890","2010-2014","Total","Number","Housing Units",2718
"Easton","0900123890","2010-2014","Total","Number","Margins of Error",137
"Easton","0900123890","2010-2014","Detached","Number","Housing Units",2635
"Easton","0900123890","2010-2014","Detached","Number","Margins of Error",130
"Easton","0900123890","2010-2014","Detached","Percent","Housing Units",96.9
"Easton","0900123890","2010-2014","Detached","Percent","Margins of Error",2
"Easton","0900123890","2011-2015","Total","Number","Housing Units",2757
"Easton","0900123890","2011-2015","Total","Number","Margins of Error",120
"Easton","0900123890","2011-2015","Detached","Number","Housing Units",2675
"Easton","0900123890","2011-2015","Detached","Number","Margins of Error",116
"Easton","0900123890","2011-2015","Detached","Percent","Housing Units",97
"Easton","0900123890","2011-2015","Detached","Percent","Margins of Error",2.1
"Easton","0900123890","2012-2016","Total","Number","Housing Units",2784
"Easton","0900123890","2012-2016","Total","Number","Margins of Error",125
"Easton","0900123890","2012-2016","Detached","Number","Housing Units",2732
"Easton","0900123890","2012-2016","Detached","Number","Margins of Error",117
"Easton","0900123890","2012-2016","Detached","Percent","Housing Units",98.1
"Easton","0900123890","2012-2016","Detached","Percent","Margins of Error",1.6
"Ellington","0901325360","2006-2010","Total","Number","Housing Units",6271
"Ellington","0901325360","2006-2010","Total","Number","Margins of Error",199
"Ellington","0901325360","2006-2010","Detached","Number","Housing Units",3890
"Ellington","0901325360","2006-2010","Detached","Number","Margins of Error",240
"Ellington","0901325360","2006-2010","Detached","Percent","Housing Units",62
"Ellington","0901325360","2006-2010","Detached","Percent","Margins of Error",2.9
"Ellington","0901325360","2007-2011","Total","Number","Housing Units",6338
"Ellington","0901325360","2007-2011","Total","Number","Margins of Error",225
"Ellington","0901325360","2007-2011","Detached","Number","Housing Units",4023
"Ellington","0901325360","2007-2011","Detached","Number","Margins of Error",262
"Ellington","0901325360","2007-2011","Detached","Percent","Housing Units",63.5
"Ellington","0901325360","2007-2011","Detached","Percent","Margins of Error",3.4
"Ellington","0901325360","2008-2012","Total","Number","Housing Units",6543
"Ellington","0901325360","2008-2012","Total","Number","Margins of Error",260
"Ellington","0901325360","2008-2012","Detached","Number","Housing Units",4244
"Ellington","0901325360","2008-2012","Detached","Number","Margins of Error",291
"Ellington","0901325360","2008-2012","Detached","Percent","Housing Units",64.9
"Ellington","0901325360","2008-2012","Detached","Percent","Margins of Error",3.5
"Ellington","0901325360","2009-2013","Total","Number","Housing Units",6505
"Ellington","0901325360","2009-2013","Total","Number","Margins of Error",287
"Ellington","0901325360","2009-2013","Detached","Number","Housing Units",4167
"Ellington","0901325360","2009-2013","Detached","Number","Margins of Error",288
"Ellington","0901325360","2009-2013","Detached","Percent","Housing Units",64.1
"Ellington","0901325360","2009-2013","Detached","Percent","Margins of Error",3.6
"Ellington","0901325360","2010-2014","Total","Number","Housing Units",6573
"Ellington","0901325360","2010-2014","Total","Number","Margins of Error",244
"Ellington","0901325360","2010-2014","Detached","Number","Housing Units",4297
"Ellington","0901325360","2010-2014","Detached","Number","Margins of Error",301
"Ellington","0901325360","2010-2014","Detached","Percent","Housing Units",65.4
"Ellington","0901325360","2010-2014","Detached","Percent","Margins of Error",3.5
"Ellington","0901325360","2011-2015","Total","Number","Housing Units",6669
"Ellington","0901325360","2011-2015","Total","Number","Margins of Error",281
"Ellington","0901325360","2011-2015","Detached","Number","Housing Units",4255
"Ellington","0901325360","2011-2015","Detached","Number","Margins of Error",251
"Ellington","0901325360","2011-2015","Detached","Percent","Housing Units",63.8
"Ellington","0901325360","2011-2015","Detached","Percent","Margins of Error",3.2
