"Town/County","FIPS","Year","Unit Type","Measure Type","Variable","Value"
"Bethlehem","0900504930","2011-2015","Total","Number","Housing Units",1493
"Bethlehem","0900504930","2011-2015","Total","Number","Margins of Error",104
"Bethlehem","0900504930","2011-2015","Detached","Number","Housing Units",1383
"Bethlehem","0900504930","2011-2015","Detached","Number","Margins of Error",103
"Bethlehem","0900504930","2011-2015","Detached","Percent","Housing Units",92.6
"Bethlehem","0900504930","2011-2015","Detached","Percent","Margins of Error",3.6
"Bethlehem","0900504930","2012-2016","Total","Number","Housing Units",1547
"Bethlehem","0900504930","2012-2016","Total","Number","Margins of Error",102
"Bethlehem","0900504930","2012-2016","Detached","Number","Housing Units",1397
"Bethlehem","0900504930","2012-2016","Detached","Number","Margins of Error",107
"Bethlehem","0900504930","2012-2016","Detached","Percent","Housing Units",90.3
"Bethlehem","0900504930","2012-2016","Detached","Percent","Margins of Error",3.7
"Bloomfield","0900305910","2006-2010","Total","Number","Housing Units",9099
"Bloomfield","0900305910","2006-2010","Total","Number","Margins of Error",377
"Bloomfield","0900305910","2006-2010","Detached","Number","Housing Units",6135
"Bloomfield","0900305910","2006-2010","Detached","Number","Margins of Error",339
"Bloomfield","0900305910","2006-2010","Detached","Percent","Housing Units",67.4
"Bloomfield","0900305910","2006-2010","Detached","Percent","Margins of Error",2.4
"Bloomfield","0900305910","2007-2011","Total","Number","Housing Units",8954
"Bloomfield","0900305910","2007-2011","Total","Number","Margins of Error",333
"Bloomfield","0900305910","2007-2011","Detached","Number","Housing Units",5961
"Bloomfield","0900305910","2007-2011","Detached","Number","Margins of Error",278
"Bloomfield","0900305910","2007-2011","Detached","Percent","Housing Units",66.6
"Bloomfield","0900305910","2007-2011","Detached","Percent","Margins of Error",2.8
"Bloomfield","0900305910","2008-2012","Total","Number","Housing Units",9030
"Bloomfield","0900305910","2008-2012","Total","Number","Margins of Error",347
"Bloomfield","0900305910","2008-2012","Detached","Number","Housing Units",5969
"Bloomfield","0900305910","2008-2012","Detached","Number","Margins of Error",306
"Bloomfield","0900305910","2008-2012","Detached","Percent","Housing Units",66.1
"Bloomfield","0900305910","2008-2012","Detached","Percent","Margins of Error",2.9
"Bloomfield","0900305910","2009-2013","Total","Number","Housing Units",8877
"Bloomfield","0900305910","2009-2013","Total","Number","Margins of Error",372
"Bloomfield","0900305910","2009-2013","Detached","Number","Housing Units",5847
"Bloomfield","0900305910","2009-2013","Detached","Number","Margins of Error",370
"Bloomfield","0900305910","2009-2013","Detached","Percent","Housing Units",65.9
"Bloomfield","0900305910","2009-2013","Detached","Percent","Margins of Error",2.9
"Bloomfield","0900305910","2010-2014","Total","Number","Housing Units",8746
"Bloomfield","0900305910","2010-2014","Total","Number","Margins of Error",323
"Bloomfield","0900305910","2010-2014","Detached","Number","Housing Units",5793
"Bloomfield","0900305910","2010-2014","Detached","Number","Margins of Error",351
"Bloomfield","0900305910","2010-2014","Detached","Percent","Housing Units",66.2
"Bloomfield","0900305910","2010-2014","Detached","Percent","Margins of Error",3.3
"Bloomfield","0900305910","2011-2015","Total","Number","Housing Units",8823
"Bloomfield","0900305910","2011-2015","Total","Number","Margins of Error",370
"Bloomfield","0900305910","2011-2015","Detached","Number","Housing Units",5867
"Bloomfield","0900305910","2011-2015","Detached","Number","Margins of Error",390
"Bloomfield","0900305910","2011-2015","Detached","Percent","Housing Units",66.5
"Bloomfield","0900305910","2011-2015","Detached","Percent","Margins of Error",3.4
"Bloomfield","0900305910","2012-2016","Total","Number","Housing Units",8807
"Bloomfield","0900305910","2012-2016","Total","Number","Margins of Error",346
"Bloomfield","0900305910","2012-2016","Detached","Number","Housing Units",5834
"Bloomfield","0900305910","2012-2016","Detached","Number","Margins of Error",341
"Bloomfield","0900305910","2012-2016","Detached","Percent","Housing Units",66.2
"Bloomfield","0900305910","2012-2016","Detached","Percent","Margins of Error",2.8
"Bolton","0901306260","2006-2010","Total","Number","Housing Units",2254
"Bolton","0901306260","2006-2010","Total","Number","Margins of Error",112
"Bolton","0901306260","2006-2010","Detached","Number","Housing Units",1937
"Bolton","0901306260","2006-2010","Detached","Number","Margins of Error",151
"Bolton","0901306260","2006-2010","Detached","Percent","Housing Units",85.9
"Bolton","0901306260","2006-2010","Detached","Percent","Margins of Error",4.7
"Bolton","0901306260","2007-2011","Total","Number","Housing Units",2170
"Bolton","0901306260","2007-2011","Total","Number","Margins of Error",109
"Bolton","0901306260","2007-2011","Detached","Number","Housing Units",1825
"Bolton","0901306260","2007-2011","Detached","Number","Margins of Error",147
"Bolton","0901306260","2007-2011","Detached","Percent","Housing Units",84.1
"Bolton","0901306260","2007-2011","Detached","Percent","Margins of Error",4.6
"Bolton","0901306260","2008-2012","Total","Number","Housing Units",2197
"Bolton","0901306260","2008-2012","Total","Number","Margins of Error",104
"Bolton","0901306260","2008-2012","Detached","Number","Housing Units",1862
"Bolton","0901306260","2008-2012","Detached","Number","Margins of Error",128
"Bolton","0901306260","2008-2012","Detached","Percent","Housing Units",84.8
"Bolton","0901306260","2008-2012","Detached","Percent","Margins of Error",4.3
"Bolton","0901306260","2009-2013","Total","Number","Housing Units",2211
"Bolton","0901306260","2009-2013","Total","Number","Margins of Error",118
"Bolton","0901306260","2009-2013","Detached","Number","Housing Units",1903
"Bolton","0901306260","2009-2013","Detached","Number","Margins of Error",142
"Bolton","0901306260","2009-2013","Detached","Percent","Housing Units",86.1
"Bolton","0901306260","2009-2013","Detached","Percent","Margins of Error",4.6
"Bolton","0901306260","2010-2014","Total","Number","Housing Units",2141
"Bolton","0901306260","2010-2014","Total","Number","Margins of Error",121
"Bolton","0901306260","2010-2014","Detached","Number","Housing Units",1857
"Bolton","0901306260","2010-2014","Detached","Number","Margins of Error",125
"Bolton","0901306260","2010-2014","Detached","Percent","Housing Units",86.7
"Bolton","0901306260","2010-2014","Detached","Percent","Margins of Error",4.1
"Bolton","0901306260","2011-2015","Total","Number","Housing Units",2131
"Bolton","0901306260","2011-2015","Total","Number","Margins of Error",102
"Bolton","0901306260","2011-2015","Detached","Number","Housing Units",1914
"Bolton","0901306260","2011-2015","Detached","Number","Margins of Error",104
"Bolton","0901306260","2011-2015","Detached","Percent","Housing Units",89.8
"Bolton","0901306260","2011-2015","Detached","Percent","Margins of Error",3.4
"Bolton","0901306260","2012-2016","Total","Number","Housing Units",2118
"Bolton","0901306260","2012-2016","Total","Number","Margins of Error",114
"Bolton","0901306260","2012-2016","Detached","Number","Housing Units",1915
"Bolton","0901306260","2012-2016","Detached","Number","Margins of Error",117
"Bolton","0901306260","2012-2016","Detached","Percent","Housing Units",90.4
"Bolton","0901306260","2012-2016","Detached","Percent","Margins of Error",3.3
"Bozrah","0901106820","2006-2010","Total","Number","Housing Units",1098
"Bozrah","0901106820","2006-2010","Total","Number","Margins of Error",48
"Bozrah","0901106820","2006-2010","Detached","Number","Housing Units",945
"Bozrah","0901106820","2006-2010","Detached","Number","Margins of Error",60
"Bozrah","0901106820","2006-2010","Detached","Percent","Housing Units",86.1
"Bozrah","0901106820","2006-2010","Detached","Percent","Margins of Error",4.4
"Bozrah","0901106820","2007-2011","Total","Number","Housing Units",1054
"Bozrah","0901106820","2007-2011","Total","Number","Margins of Error",62
"Bozrah","0901106820","2007-2011","Detached","Number","Housing Units",905
"Bozrah","0901106820","2007-2011","Detached","Number","Margins of Error",62
"Bozrah","0901106820","2007-2011","Detached","Percent","Housing Units",85.9
"Bozrah","0901106820","2007-2011","Detached","Percent","Margins of Error",4.4
"Bozrah","0901106820","2008-2012","Total","Number","Housing Units",1035
"Bozrah","0901106820","2008-2012","Total","Number","Margins of Error",73
"Bozrah","0901106820","2008-2012","Detached","Number","Housing Units",917
"Bozrah","0901106820","2008-2012","Detached","Number","Margins of Error",68
"Bozrah","0901106820","2008-2012","Detached","Percent","Housing Units",88.6
"Bozrah","0901106820","2008-2012","Detached","Percent","Margins of Error",4.3
"Bozrah","0901106820","2009-2013","Total","Number","Housing Units",1033
"Bozrah","0901106820","2009-2013","Total","Number","Margins of Error",67
"Bozrah","0901106820","2009-2013","Detached","Number","Housing Units",913
"Bozrah","0901106820","2009-2013","Detached","Number","Margins of Error",69
"Bozrah","0901106820","2009-2013","Detached","Percent","Housing Units",88.4
"Bozrah","0901106820","2009-2013","Detached","Percent","Margins of Error",4.7
"Bozrah","0901106820","2010-2014","Total","Number","Housing Units",1109
"Bozrah","0901106820","2010-2014","Total","Number","Margins of Error",76
"Bozrah","0901106820","2010-2014","Detached","Number","Housing Units",1013
"Bozrah","0901106820","2010-2014","Detached","Number","Margins of Error",76
"Bozrah","0901106820","2010-2014","Detached","Percent","Housing Units",91.3
"Bozrah","0901106820","2010-2014","Detached","Percent","Margins of Error",3.1
"Bozrah","0901106820","2011-2015","Total","Number","Housing Units",1087
"Bozrah","0901106820","2011-2015","Total","Number","Margins of Error",73
"Bozrah","0901106820","2011-2015","Detached","Number","Housing Units",1010
"Bozrah","0901106820","2011-2015","Detached","Number","Margins of Error",69
"Bozrah","0901106820","2011-2015","Detached","Percent","Housing Units",92.9
"Bozrah","0901106820","2011-2015","Detached","Percent","Margins of Error",2.8
"Bozrah","0901106820","2012-2016","Total","Number","Housing Units",1089
"Bozrah","0901106820","2012-2016","Total","Number","Margins of Error",80
"Bozrah","0901106820","2012-2016","Detached","Number","Housing Units",998
"Bozrah","0901106820","2012-2016","Detached","Number","Margins of Error",88
"Bozrah","0901106820","2012-2016","Detached","Percent","Housing Units",91.6
"Bozrah","0901106820","2012-2016","Detached","Percent","Margins of Error",3.7
"Branford","0900907310","2006-2010","Total","Number","Housing Units",13111
"Branford","0900907310","2006-2010","Total","Number","Margins of Error",369
"Branford","0900907310","2006-2010","Detached","Number","Housing Units",6778
"Branford","0900907310","2006-2010","Detached","Number","Margins of Error",320
"Branford","0900907310","2006-2010","Detached","Percent","Housing Units",51.7
"Branford","0900907310","2006-2010","Detached","Percent","Margins of Error",2.1
"Branford","0900907310","2007-2011","Total","Number","Housing Units",13403
"Branford","0900907310","2007-2011","Total","Number","Margins of Error",345
"Branford","0900907310","2007-2011","Detached","Number","Housing Units",6862
"Branford","0900907310","2007-2011","Detached","Number","Margins of Error",395
"Branford","0900907310","2007-2011","Detached","Percent","Housing Units",51.2
"Branford","0900907310","2007-2011","Detached","Percent","Margins of Error",2.5
"Branford","0900907310","2008-2012","Total","Number","Housing Units",13329
"Branford","0900907310","2008-2012","Total","Number","Margins of Error",356
"Branford","0900907310","2008-2012","Detached","Number","Housing Units",6885
"Branford","0900907310","2008-2012","Detached","Number","Margins of Error",339
"Branford","0900907310","2008-2012","Detached","Percent","Housing Units",51.7
"Branford","0900907310","2008-2012","Detached","Percent","Margins of Error",2.3
"Branford","0900907310","2009-2013","Total","Number","Housing Units",13304
"Branford","0900907310","2009-2013","Total","Number","Margins of Error",389
"Branford","0900907310","2009-2013","Detached","Number","Housing Units",6928
"Branford","0900907310","2009-2013","Detached","Number","Margins of Error",321
"Branford","0900907310","2009-2013","Detached","Percent","Housing Units",52.1
"Branford","0900907310","2009-2013","Detached","Percent","Margins of Error",2.2
"Branford","0900907310","2010-2014","Total","Number","Housing Units",13747
"Branford","0900907310","2010-2014","Total","Number","Margins of Error",379
"Branford","0900907310","2010-2014","Detached","Number","Housing Units",7032
"Branford","0900907310","2010-2014","Detached","Number","Margins of Error",349
"Branford","0900907310","2010-2014","Detached","Percent","Housing Units",51.2
"Branford","0900907310","2010-2014","Detached","Percent","Margins of Error",2.1
"Branford","0900907310","2011-2015","Total","Number","Housing Units",13967
"Branford","0900907310","2011-2015","Total","Number","Margins of Error",446
"Branford","0900907310","2011-2015","Detached","Number","Housing Units",7146
"Branford","0900907310","2011-2015","Detached","Number","Margins of Error",369
"Branford","0900907310","2011-2015","Detached","Percent","Housing Units",51.2
"Branford","0900907310","2011-2015","Detached","Percent","Margins of Error",2.1
"Branford","0900907310","2012-2016","Total","Number","Housing Units",13717
"Branford","0900907310","2012-2016","Total","Number","Margins of Error",361
"Branford","0900907310","2012-2016","Detached","Number","Housing Units",7257
"Branford","0900907310","2012-2016","Detached","Number","Margins of Error",362
